m,TagName,
"2012-10-01 00:00:00","ruby","2251"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c","3180"
"2012-11-01 00:00:00","c#","12205"
"2012-11-01 00:00:00","c++","6252"
"2012-11-01 00:00:00","delphi","441"
"2012-11-01 00:00:00","go","103"
"2012-11-01 00:00:00","java","13545"
"2012-11-01 00:00:00","javascript","12304"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11716"
"2012-11-01 00:00:00","python","6381"
"2012-11-01 00:00:00","r","1344"
"2012-11-01 00:00:00","ruby","2127"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","261"
"2012-12-01 00:00:00","c","2554"
"2012-12-01 00:00:00","c#","10926"
"2012-12-01 00:00:00","c++","5668"
"2012-12-01 00:00:00","delphi","427"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12370"
"2012-12-01 00:00:00","javascript","11711"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","php","10990"
"2012-12-01 00:00:00","python","5734"
"2012-12-01 00:00:00","r","1210"
"2012-12-01 00:00:00","ruby","1902"
"2012-12-01 00:00:00","swift","4"
"2013-01-01 00:00:00","assembly","293"
"2013-01-01 00:00:00","c","2897"
"2013-01-01 00:00:00","c#","12714"
"2013-01-01 00:00:00","c++","6017"
"2013-01-01 00:00:00","delphi","479"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13652"
"2013-01-01 00:00:00","javascript","13739"
"2013-01-01 00:00:00","perl","659"
"2013-01-01 00:00:00","php","12802"
"2013-01-01 00:00:00","python","6545"
"2013-01-01 00:00:00","r","1504"
"2013-01-01 00:00:00","ruby","2296"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3087"
"2013-02-01 00:00:00","c#","12454"
"2013-02-01 00:00:00","c++","6043"
"2013-02-01 00:00:00","delphi","445"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13629"
"2013-02-01 00:00:00","javascript","13582"
"2013-02-01 00:00:00","perl","745"
"2013-02-01 00:00:00","php","12453"
"2013-02-01 00:00:00","python","6709"
"2013-02-01 00:00:00","r","1655"
"2013-02-01 00:00:00","ruby","2209"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3417"
"2013-03-01 00:00:00","c#","14198"
"2013-03-01 00:00:00","c++","7153"
"2013-03-01 00:00:00","delphi","524"
"2013-03-01 00:00:00","go","126"
"2013-03-01 00:00:00","java","15835"
"2013-03-01 00:00:00","javascript","15223"
"2013-03-01 00:00:00","perl","849"
"2013-03-01 00:00:00","php","14012"
"2013-03-01 00:00:00","python","7586"
"2013-03-01 00:00:00","r","1839"
"2013-03-01 00:00:00","ruby","2550"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","330"
"2013-04-01 00:00:00","c","3513"
"2013-04-01 00:00:00","c#","13827"
"2013-04-01 00:00:00","c++","7093"
"2013-04-01 00:00:00","delphi","508"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16138"
"2013-04-01 00:00:00","javascript","15243"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13315"
"2013-04-01 00:00:00","python","7902"
"2013-04-01 00:00:00","r","1829"
"2013-04-01 00:00:00","ruby","2455"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","300"
"2013-05-01 00:00:00","c","3182"
"2013-05-01 00:00:00","c#","13392"
"2013-05-01 00:00:00","c++","6804"
"2013-05-01 00:00:00","delphi","530"
"2013-05-01 00:00:00","go","141"
"2013-05-01 00:00:00","java","15166"
"2013-05-01 00:00:00","javascript","14985"
"2013-05-01 00:00:00","perl","900"
"2013-05-01 00:00:00","php","13006"
"2013-05-01 00:00:00","python","7778"
"2013-05-01 00:00:00","r","1775"
"2013-05-01 00:00:00","ruby","2333"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","292"
"2013-06-01 00:00:00","c","2924"
"2013-06-01 00:00:00","c#","12723"
"2013-06-01 00:00:00","c++","6174"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13845"
"2013-06-01 00:00:00","javascript","14519"
"2013-06-01 00:00:00","perl","825"
"2013-06-01 00:00:00","php","12624"
"2013-06-01 00:00:00","python","7563"
"2013-06-01 00:00:00","r","1765"
"2013-06-01 00:00:00","ruby","2216"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","296"
"2013-07-01 00:00:00","c","2992"
"2013-07-01 00:00:00","c#","14103"
"2013-07-01 00:00:00","c++","6552"
"2013-07-01 00:00:00","delphi","504"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15083"
"2013-07-01 00:00:00","javascript","16731"
"2013-07-01 00:00:00","perl","950"
"2013-07-01 00:00:00","php","14231"
"2013-07-01 00:00:00","python","8579"
"2013-07-01 00:00:00","r","1955"
"2013-07-01 00:00:00","ruby","2432"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","210"
"2013-08-01 00:00:00","c","2995"
"2013-08-01 00:00:00","c#","13786"
"2013-08-01 00:00:00","c++","6224"
"2013-08-01 00:00:00","delphi","448"
"2013-08-01 00:00:00","go","206"
"2013-08-01 00:00:00","java","14966"
"2013-08-01 00:00:00","javascript","16757"
"2013-08-01 00:00:00","perl","831"
"2013-08-01 00:00:00","php","14219"
"2013-08-01 00:00:00","python","7914"
"2013-08-01 00:00:00","r","1912"
"2013-08-01 00:00:00","ruby","2474"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","c","3372"
"2013-09-01 00:00:00","c#","13687"
"2013-09-01 00:00:00","c++","6506"
"2013-09-01 00:00:00","delphi","486"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16165"
"2013-09-01 00:00:00","javascript","17604"
"2013-09-01 00:00:00","perl","683"
"2013-09-01 00:00:00","php","14130"
"2013-09-01 00:00:00","python","7926"
"2013-09-01 00:00:00","r","1704"
"2013-09-01 00:00:00","ruby","2382"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","376"
"2013-10-01 00:00:00","c","4215"
"2013-10-01 00:00:00","c#","15123"
"2013-10-01 00:00:00","c++","7928"
"2013-10-01 00:00:00","delphi","519"
"2013-10-01 00:00:00","go","211"
"2013-10-01 00:00:00","java","18612"
"2013-10-01 00:00:00","javascript","19622"
"2013-10-01 00:00:00","perl","813"
"2013-10-01 00:00:00","php","15195"
"2013-10-01 00:00:00","python","9446"
"2013-10-01 00:00:00","r","2080"
"2013-10-01 00:00:00","ruby","2785"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","417"
"2013-11-01 00:00:00","c","4253"
"2013-11-01 00:00:00","c#","14511"
"2013-11-01 00:00:00","c++","8077"
"2013-11-01 00:00:00","delphi","458"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18622"
"2013-11-01 00:00:00","javascript","18386"
"2013-11-01 00:00:00","perl","820"
"2013-11-01 00:00:00","php","14743"
"2013-11-01 00:00:00","python","9454"
"2013-11-01 00:00:00","r","2174"
"2013-11-01 00:00:00","ruby","2568"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","355"
"2013-12-01 00:00:00","c","3483"
"2013-12-01 00:00:00","c#","13555"
"2013-12-01 00:00:00","c++","6969"
"2013-12-01 00:00:00","delphi","447"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17337"
"2013-12-01 00:00:00","javascript","17936"
"2013-12-01 00:00:00","perl","761"
"2013-12-01 00:00:00","php","14295"
"2013-12-01 00:00:00","python","8408"
"2013-12-01 00:00:00","r","1904"
"2013-12-01 00:00:00","ruby","2432"
"2013-12-01 00:00:00","swift","11"
"2014-01-01 00:00:00","assembly","338"
"2014-01-01 00:00:00","c","3713"
"2014-01-01 00:00:00","c#","15250"
"2014-01-01 00:00:00","c++","7648"
"2014-01-01 00:00:00","delphi","490"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18568"
"2014-01-01 00:00:00","javascript","21007"
"2014-01-01 00:00:00","perl","808"
"2014-01-01 00:00:00","php","16663"
"2014-01-01 00:00:00","python","9802"
"2014-01-01 00:00:00","r","2338"
"2014-01-01 00:00:00","ruby","2752"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","373"
"2014-02-01 00:00:00","c","3957"
"2014-02-01 00:00:00","c#","15056"
"2014-02-01 00:00:00","c++","7627"
"2014-02-01 00:00:00","delphi","489"
"2014-02-01 00:00:00","go","203"
"2014-02-01 00:00:00","java","19111"
"2014-02-01 00:00:00","javascript","21036"
"2014-02-01 00:00:00","perl","787"
"2014-02-01 00:00:00","php","16392"
"2014-02-01 00:00:00","python","9856"
"2014-02-01 00:00:00","r","2612"
"2014-02-01 00:00:00","ruby","2592"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","448"
"2014-03-01 00:00:00","c","4534"
"2014-03-01 00:00:00","c#","16087"
"2014-03-01 00:00:00","c++","8627"
"2014-03-01 00:00:00","delphi","440"
"2014-03-01 00:00:00","go","254"
"2014-03-01 00:00:00","java","21823"
"2014-03-01 00:00:00","javascript","22524"
"2014-03-01 00:00:00","perl","906"
"2014-03-01 00:00:00","php","18175"
"2014-03-01 00:00:00","python","11369"
"2014-03-01 00:00:00","r","2790"
"2014-03-01 00:00:00","ruby","2940"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","359"
"2014-04-01 00:00:00","c","3979"
"2014-04-01 00:00:00","c#","15217"
"2014-04-01 00:00:00","c++","8086"
"2014-04-01 00:00:00","delphi","389"
"2014-04-01 00:00:00","go","340"
"2014-04-01 00:00:00","java","20713"
"2014-04-01 00:00:00","javascript","21291"
"2014-04-01 00:00:00","perl","820"
"2014-04-01 00:00:00","php","17487"
"2014-04-01 00:00:00","python","10691"
"2014-04-01 00:00:00","r","2719"
"2014-04-01 00:00:00","ruby","2739"
"2014-04-01 00:00:00","swift","4"
"2014-05-01 00:00:00","assembly","328"
"2014-05-01 00:00:00","c","3239"
"2014-05-01 00:00:00","c#","13812"
"2014-05-01 00:00:00","c++","6740"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","go","278"
"2014-05-01 00:00:00","java","17827"
"2014-05-01 00:00:00","javascript","19656"
"2014-05-01 00:00:00","perl","793"
"2014-05-01 00:00:00","php","14620"
"2014-05-01 00:00:00","python","9195"
"2014-05-01 00:00:00","r","2574"
"2014-05-01 00:00:00","ruby","2669"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","265"
"2014-06-01 00:00:00","c","2757"
"2014-06-01 00:00:00","c#","12404"
"2014-06-01 00:00:00","c++","5627"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15801"
"2014-06-01 00:00:00","javascript","18188"
"2014-06-01 00:00:00","perl","676"
"2014-06-01 00:00:00","php","12879"
"2014-06-01 00:00:00","python","8872"
"2014-06-01 00:00:00","r","2390"
"2014-06-01 00:00:00","ruby","2327"
"2014-06-01 00:00:00","swift","2382"
"2014-07-01 00:00:00","assembly","215"
"2014-07-01 00:00:00","c","2816"
"2014-07-01 00:00:00","c#","13600"
"2014-07-01 00:00:00","c++","6243"
"2014-07-01 00:00:00","delphi","444"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","java","17260"
"2014-07-01 00:00:00","javascript","20008"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","php","14182"
"2014-07-01 00:00:00","python","9876"
"2014-07-01 00:00:00","r","2626"
"2014-07-01 00:00:00","ruby","2549"
"2014-07-01 00:00:00","swift","1630"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2668"
"2014-08-01 00:00:00","c#","12430"
"2014-08-01 00:00:00","c++","5851"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15653"
"2014-08-01 00:00:00","javascript","18348"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13116"
"2014-08-01 00:00:00","python","9086"
"2014-08-01 00:00:00","r","2462"
"2014-08-01 00:00:00","ruby","2455"
"2014-08-01 00:00:00","swift","1689"
"2014-09-01 00:00:00","assembly","279"
"2014-09-01 00:00:00","c","3219"
"2014-09-01 00:00:00","c#","12279"
"2014-09-01 00:00:00","c++","6157"
"2014-09-01 00:00:00","delphi","445"
"2014-09-01 00:00:00","go","391"
"2014-09-01 00:00:00","java","16597"
"2014-09-01 00:00:00","javascript","18027"
"2014-09-01 00:00:00","perl","678"
"2014-09-01 00:00:00","php","13271"
"2014-09-01 00:00:00","python","8742"
"2014-09-01 00:00:00","r","2353"
"2014-09-01 00:00:00","ruby","2262"
"2014-09-01 00:00:00","swift","1891"
"2014-10-01 00:00:00","assembly","388"
"2014-10-01 00:00:00","c","3784"
"2014-10-01 00:00:00","c#","12501"
"2014-10-01 00:00:00","c++","6805"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","go","380"
"2014-10-01 00:00:00","java","17809"
"2014-10-01 00:00:00","javascript","18830"
"2014-10-01 00:00:00","perl","638"
"2014-10-01 00:00:00","php","13495"
"2014-10-01 00:00:00","python","9549"
"2014-10-01 00:00:00","r","2765"
"2014-10-01 00:00:00","ruby","2339"
"2014-10-01 00:00:00","swift","2459"
"2014-11-01 00:00:00","assembly","382"
"2014-11-01 00:00:00","c","3648"
"2014-11-01 00:00:00","c#","11821"
"2014-11-01 00:00:00","c++","6529"
"2014-11-01 00:00:00","delphi","424"
"2014-11-01 00:00:00","go","335"
"2014-11-01 00:00:00","java","17758"
"2014-11-01 00:00:00","javascript","17902"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","12952"
"2014-11-01 00:00:00","python","9543"
"2014-11-01 00:00:00","r","2700"
"2014-11-01 00:00:00","ruby","2106"
"2014-11-01 00:00:00","swift","2548"
"2014-12-01 00:00:00","assembly","323"
"2014-12-01 00:00:00","c","3141"
"2014-12-01 00:00:00","c#","11038"
"2014-12-01 00:00:00","c++","6057"
"2014-12-01 00:00:00","delphi","313"
"2014-12-01 00:00:00","go","349"
"2014-12-01 00:00:00","java","16292"
"2014-12-01 00:00:00","javascript","16905"
"2014-12-01 00:00:00","perl","564"
"2014-12-01 00:00:00","php","12261"
"2014-12-01 00:00:00","python","9013"
"2014-12-01 00:00:00","r","2354"
"2014-12-01 00:00:00","ruby","2141"
"2014-12-01 00:00:00","swift","2478"
"2015-01-01 00:00:00","assembly","332"
"2015-01-01 00:00:00","c","3202"
"2015-01-01 00:00:00","c#","11707"
"2015-01-01 00:00:00","c++","6112"
"2015-01-01 00:00:00","delphi","378"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","java","16476"
"2015-01-01 00:00:00","javascript","18450"
"2015-01-01 00:00:00","perl","588"
"2015-01-01 00:00:00","php","13536"
"2015-01-01 00:00:00","python","9656"
"2015-01-01 00:00:00","r","2677"
"2015-01-01 00:00:00","ruby","2418"
"2015-01-01 00:00:00","swift","3042"
"2015-02-01 00:00:00","assembly","356"
"2015-02-01 00:00:00","c","3355"
"2015-02-01 00:00:00","c#","11765"
"2015-02-01 00:00:00","c++","6451"
"2015-02-01 00:00:00","delphi","414"
"2015-02-01 00:00:00","go","381"
"2015-02-01 00:00:00","java","16694"
"2015-02-01 00:00:00","javascript","18589"
"2015-02-01 00:00:00","perl","564"
"2015-02-01 00:00:00","php","13460"
"2015-02-01 00:00:00","python","10175"
"2015-02-01 00:00:00","r","2965"
"2015-02-01 00:00:00","ruby","2254"
"2015-02-01 00:00:00","swift","3229"
"2015-03-01 00:00:00","assembly","382"
"2015-03-01 00:00:00","c","3911"
"2015-03-01 00:00:00","c#","13226"
"2015-03-01 00:00:00","c++","7371"
"2015-03-01 00:00:00","delphi","409"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","java","19685"
"2015-03-01 00:00:00","javascript","20453"
"2015-03-01 00:00:00","perl","638"
"2015-03-01 00:00:00","php","14841"
"2015-03-01 00:00:00","python","11567"
"2015-03-01 00:00:00","r","3555"
"2015-03-01 00:00:00","ruby","2454"
"2015-03-01 00:00:00","swift","3585"
"2015-04-01 00:00:00","assembly","437"
"2015-04-01 00:00:00","c","3945"
"2015-04-01 00:00:00","c#","13048"
"2015-04-01 00:00:00","c++","7122"
"2015-04-01 00:00:00","delphi","388"
"2015-04-01 00:00:00","go","388"
"2015-04-01 00:00:00","java","19732"
"2015-04-01 00:00:00","javascript","20845"
"2015-04-01 00:00:00","perl","574"
"2015-04-01 00:00:00","php","14899"
"2015-04-01 00:00:00","python","11397"
"2015-04-01 00:00:00","r","3321"
"2015-04-01 00:00:00","ruby","2499"
"2015-04-01 00:00:00","swift","4005"
"2015-05-01 00:00:00","assembly","367"
"2015-05-01 00:00:00","c","3513"
"2015-05-01 00:00:00","c#","13320"
"2015-05-01 00:00:00","c++","6797"
"2015-05-01 00:00:00","delphi","401"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18484"
"2015-05-01 00:00:00","javascript","22065"
"2015-05-01 00:00:00","perl","527"
"2015-05-01 00:00:00","php","14510"
"2015-05-01 00:00:00","python","11188"
"2015-05-01 00:00:00","r","3417"
"2015-05-01 00:00:00","ruby","2499"
"2015-05-01 00:00:00","swift","3786"
"2015-06-01 00:00:00","assembly","267"
"2015-06-01 00:00:00","c","3161"
"2015-06-01 00:00:00","c#","13491"
"2015-06-01 00:00:00","c++","6503"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17786"
"2015-06-01 00:00:00","javascript","22542"
"2015-06-01 00:00:00","perl","570"
"2015-06-01 00:00:00","php","14292"
"2015-06-01 00:00:00","python","11766"
"2015-06-01 00:00:00","r","3416"
"2015-06-01 00:00:00","ruby","2570"
"2015-06-01 00:00:00","swift","4314"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","c","2806"
"2015-07-01 00:00:00","c#","14067"
"2015-07-01 00:00:00","c++","6691"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","465"
"2015-07-01 00:00:00","java","18624"
"2015-07-01 00:00:00","javascript","23885"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15293"
"2015-07-01 00:00:00","python","12286"
"2015-07-01 00:00:00","r","3975"
"2015-07-01 00:00:00","ruby","2578"
"2015-07-01 00:00:00","swift","5136"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c","2568"
"2015-08-01 00:00:00","c#","13199"
"2015-08-01 00:00:00","c++","5860"
"2015-08-01 00:00:00","delphi","385"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","java","17043"
"2015-08-01 00:00:00","javascript","22097"
"2015-08-01 00:00:00","perl","552"
"2015-08-01 00:00:00","php","14185"
"2015-08-01 00:00:00","python","11202"
"2015-08-01 00:00:00","r","3490"
"2015-08-01 00:00:00","ruby","2309"
"2015-08-01 00:00:00","swift","5075"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c","3080"
"2015-09-01 00:00:00","c#","12898"
"2015-09-01 00:00:00","c++","5902"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","419"
"2015-09-01 00:00:00","java","16901"
"2015-09-01 00:00:00","javascript","21338"
"2015-09-01 00:00:00","perl","465"
"2015-09-01 00:00:00","php","13470"
"2015-09-01 00:00:00","python","10941"
"2015-09-01 00:00:00","r","3324"
"2015-09-01 00:00:00","ruby","2155"
"2015-09-01 00:00:00","swift","4536"
"2015-10-01 00:00:00","assembly","429"
"2015-10-01 00:00:00","c","3671"
"2015-10-01 00:00:00","c#","12768"
"2015-10-01 00:00:00","c++","7036"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","425"
"2015-10-01 00:00:00","java","18497"
"2015-10-01 00:00:00","javascript","21750"
"2015-10-01 00:00:00","perl","497"
"2015-10-01 00:00:00","php","13852"
"2015-10-01 00:00:00","python","12454"
"2015-10-01 00:00:00","r","3673"
"2015-10-01 00:00:00","ruby","2189"
"2015-10-01 00:00:00","swift","4288"
"2015-11-01 00:00:00","assembly","402"
"2015-11-01 00:00:00","c","3605"
"2015-11-01 00:00:00","c#","12350"
"2015-11-01 00:00:00","c++","7077"
"2015-11-01 00:00:00","delphi","388"
"2015-11-01 00:00:00","go","432"
"2015-11-01 00:00:00","java","17722"
"2015-11-01 00:00:00","javascript","21200"
"2015-11-01 00:00:00","perl","463"
"2015-11-01 00:00:00","php","13252"
"2015-11-01 00:00:00","python","12266"
"2015-11-01 00:00:00","r","3533"
"2015-11-01 00:00:00","ruby","1954"
"2015-11-01 00:00:00","swift","4309"
"2015-12-01 00:00:00","assembly","351"
"2015-12-01 00:00:00","c","3084"
"2015-12-01 00:00:00","c#","12114"
"2015-12-01 00:00:00","c++","6552"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","go","418"
"2015-12-01 00:00:00","java","16506"
"2015-12-01 00:00:00","javascript","21021"
"2015-12-01 00:00:00","perl","477"
"2015-12-01 00:00:00","php","13673"
"2015-12-01 00:00:00","python","11624"
"2015-12-01 00:00:00","r","3177"
"2015-12-01 00:00:00","ruby","2027"
"2015-12-01 00:00:00","swift","4362"
"2016-01-01 00:00:00","assembly","247"
"2016-01-01 00:00:00","c","3039"
"2016-01-01 00:00:00","c#","12337"
"2016-01-01 00:00:00","c++","6091"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16576"
"2016-01-01 00:00:00","javascript","22448"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14479"
"2016-01-01 00:00:00","python","12323"
"2016-01-01 00:00:00","r","3531"
"2016-01-01 00:00:00","ruby","2141"
"2016-01-01 00:00:00","swift","4771"
"2016-02-01 00:00:00","assembly","347"
"2016-02-01 00:00:00","c","3271"
"2016-02-01 00:00:00","c#","12702"
"2016-02-01 00:00:00","c++","6546"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","540"
"2016-02-01 00:00:00","java","17803"
"2016-02-01 00:00:00","javascript","22404"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14840"
"2016-02-01 00:00:00","python","13219"
"2016-02-01 00:00:00","r","3583"
"2016-02-01 00:00:00","ruby","2246"
"2016-02-01 00:00:00","swift","4739"
"2016-03-01 00:00:00","assembly","436"
"2016-03-01 00:00:00","c","3438"
"2016-03-01 00:00:00","c#","13569"
"2016-03-01 00:00:00","c++","7003"
"2016-03-01 00:00:00","delphi","338"
"2016-03-01 00:00:00","go","593"
"2016-03-01 00:00:00","java","19834"
"2016-03-01 00:00:00","javascript","24013"
"2016-03-01 00:00:00","perl","467"
"2016-03-01 00:00:00","php","15036"
"2016-03-01 00:00:00","python","14038"
"2016-03-01 00:00:00","r","4039"
"2016-03-01 00:00:00","ruby","2255"
"2016-03-01 00:00:00","swift","5061"
"2016-04-01 00:00:00","assembly","413"
"2016-04-01 00:00:00","c","3348"
"2016-04-01 00:00:00","c#","13687"
"2016-04-01 00:00:00","c++","6879"
"2016-04-01 00:00:00","delphi","325"
"2016-04-01 00:00:00","go","602"
"2016-04-01 00:00:00","java","19434"
"2016-04-01 00:00:00","javascript","23394"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14401"
"2016-04-01 00:00:00","python","13613"
"2016-04-01 00:00:00","r","4121"
"2016-04-01 00:00:00","ruby","2213"
"2016-04-01 00:00:00","swift","4738"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2717"
"2016-05-01 00:00:00","c#","13482"
"2016-05-01 00:00:00","c++","6119"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","578"
"2016-05-01 00:00:00","java","16987"
"2016-05-01 00:00:00","javascript","22958"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14391"
"2016-05-01 00:00:00","python","13078"
"2016-05-01 00:00:00","r","3794"
"2016-05-01 00:00:00","ruby","2130"
"2016-05-01 00:00:00","swift","4404"
"2016-06-01 00:00:00","assembly","290"
"2016-06-01 00:00:00","c","2296"
"2016-06-01 00:00:00","c#","13035"
"2016-06-01 00:00:00","c++","5702"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","547"
"2016-06-01 00:00:00","java","15887"
"2016-06-01 00:00:00","javascript","22114"
"2016-06-01 00:00:00","perl","434"
"2016-06-01 00:00:00","php","13584"
"2016-06-01 00:00:00","python","12886"
"2016-06-01 00:00:00","r","3859"
"2016-06-01 00:00:00","ruby","2103"
"2016-06-01 00:00:00","swift","4786"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c","2345"
"2016-07-01 00:00:00","c#","11978"
"2016-07-01 00:00:00","c++","5455"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14907"
"2016-07-01 00:00:00","javascript","22173"
"2016-07-01 00:00:00","perl","413"
"2016-07-01 00:00:00","php","12881"
"2016-07-01 00:00:00","python","12796"
"2016-07-01 00:00:00","r","3745"
"2016-07-01 00:00:00","ruby","1898"
"2016-07-01 00:00:00","swift","4925"
"2016-08-01 00:00:00","assembly","256"
"2016-08-01 00:00:00","c","2208"
"2016-08-01 00:00:00","c#","12697"
"2016-08-01 00:00:00","c++","5009"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","go","570"
"2016-08-01 00:00:00","java","15154"
"2016-08-01 00:00:00","javascript","22627"
"2016-08-01 00:00:00","perl","460"
"2016-08-01 00:00:00","php","12857"
"2016-08-01 00:00:00","python","12887"
"2016-08-01 00:00:00","r","3782"
"2016-08-01 00:00:00","ruby","1875"
"2016-08-01 00:00:00","swift","4895"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","c","2505"
"2016-09-01 00:00:00","c#","11082"
"2016-09-01 00:00:00","c++","5126"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","510"
"2016-09-01 00:00:00","java","14623"
"2016-09-01 00:00:00","javascript","20416"
"2016-09-01 00:00:00","perl","461"
"2016-09-01 00:00:00","php","12098"
"2016-09-01 00:00:00","python","12321"
"2016-09-01 00:00:00","r","3300"
"2016-09-01 00:00:00","ruby","1923"
"2016-09-01 00:00:00","swift","4848"
"2016-10-01 00:00:00","assembly","398"
"2016-10-01 00:00:00","c","3203"
"2016-10-01 00:00:00","c#","11433"
"2016-10-01 00:00:00","c++","5959"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","go","531"
"2016-10-01 00:00:00","java","15294"
"2016-10-01 00:00:00","javascript","20407"
"2016-10-01 00:00:00","perl","401"
"2016-10-01 00:00:00","php","12224"
"2016-10-01 00:00:00","python","13476"
"2016-10-01 00:00:00","r","3784"
"2016-10-01 00:00:00","ruby","1817"
"2016-10-01 00:00:00","swift","4723"
"2016-11-01 00:00:00","assembly","411"
"2016-11-01 00:00:00","c","3258"
"2016-11-01 00:00:00","c#","11633"
"2016-11-01 00:00:00","c++","6061"
"2016-11-01 00:00:00","delphi","274"
"2016-11-01 00:00:00","go","476"
"2016-11-01 00:00:00","java","15625"
